StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,att_1,att_2,prolific_id,value_1_1,value_2_1,mourn_1_1,mourn_2_1,identity_stability_1_1,identity_stability_2_1,app_improvement_1,comp_1,age,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,edu,edu_8_TEXT,ai_companion_app,gender_rep,relationship_rep,months_rep,hours_rep,subscription_rep,PROLIFIC_PID,change_type,change_prompt
2024-10-07 15:04:34,2024-10-07 15:08:34,0,100,240,1,2024-10-07 15:08:35,R_1ieSaug76njqzFo,anonymous,EN,1,1,2,2,Anonymized,25,29,37,8,60,29,95,3,23,2,NA,1,NA,1,NA,character ai,1,2,8,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:05:09,2024-10-07 15:08:56,0,100,227,1,2024-10-07 15:08:57,R_1bOwQqpc7yiRiI1,anonymous,EN,1,1,2,2,Anonymized,36,38,38,15,85,64,85,2,23,2,NA,3,NA,1,NA,Meta AI,1,1,4,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:03:35,2024-10-07 15:09:02,0,100,326,1,2024-10-07 15:09:02,R_1q9M2pTsgkOqiXj,anonymous,EN,1,1,2,2,Anonymized,96,89,13,21,82,92,78,1,42,1,NA,1,NA,5,NA,google assistant or chatgpt,1,3,24,5,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 14:58:01,2024-10-07 15:09:21,0,100,680,1,2024-10-07 15:09:22,R_55vIDwxCmnzVe38,anonymous,EN,1,1,2,2,Anonymized,50,41,30,19,20,61,71,3,34,2,NA,3,NA,5,NA,CharacterAI,2,4,24,2,3,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:09:04,2024-10-07 15:11:21,0,100,137,1,2024-10-07 15:11:23,R_39aZ8ODxxuKKpA5,anonymous,EN,0.8999999761581421,1,2,2,Anonymized,7,0,14,0,29,2,83,3,24,2,NA,"3,4",NA,4,NA,ChatGPT,3,4,2,0.5,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:10:54,2024-10-07 15:12:29,0,100,95,1,2024-10-07 15:12:30,R_3nahQ124gNtxwXv,anonymous,EN,1,1,2,2,Anonymized,8,9,5,13,1,5,53,1,25,2,NA,"1,4,5",NA,3,NA,Chai,2,2,7,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:10:46,2024-10-07 15:13:18,0,100,152,1,2024-10-07 15:13:19,R_6yeLdRpXaILvTrZ,anonymous,EN,1,1,2,2,Anonymized,74,41,69,62,82,79,73,2,27,1,NA,2,NA,4,NA,Pi by Inflection AI,3,4,24,0.5,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:07:10,2024-10-07 15:13:49,0,100,398,1,2024-10-07 15:13:49,R_1COD0fTR77nsg9P,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,53,1,40,2,NA,3,NA,4,NA,Pi AI I use it sporadically,3,1,12,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:09:17,2024-10-07 15:13:58,0,100,280,1,2024-10-07 15:13:58,R_3I05K3sOmDp6EoT,anonymous,EN,1,1,2,2,Anonymized,80,55,50,60,50,50,80,2,37,2,NA,3,NA,4,NA,Replika,1,3,12,1,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:04:43,2024-10-07 15:14:06,0,100,563,1,2024-10-07 15:14:07,R_7KTNpJnDhIVyYLx,anonymous,EN,1,1,2,2,Anonymized,63,60,87,25,63,31,95,3,28,2,NA,"1,3",NA,1,NA,chai ai,3,1,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:12:37,2024-10-07 15:16:07,0,100,209,1,2024-10-07 15:16:07,R_5QMKsmYUWSdmj33,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,90,80,100,3,24,2,NA,2,NA,3,NA,Character ai,2,4,4,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:13:03,2024-10-07 15:17:04,0,100,240,1,2024-10-07 15:17:05,R_62FFL4FgP0BTQVB,anonymous,EN,1,1,2,2,Anonymized,0,20,0,0,60,20,80,3,27,3,NA,3,NA,1,NA,Character AI and Janitor AI,1,2,18,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:08:37,2024-10-07 15:17:37,0,100,539,1,2024-10-07 15:17:37,R_54vHDBp1BoSFFy0,anonymous,EN,1,1,2,2,Anonymized,90,94,93,94,92,84,19,1,36,2,NA,3,NA,1,NA,characterAI,2,1,3,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:14:55,2024-10-07 15:18:35,0,100,219,1,2024-10-07 15:18:36,R_55XhGEVALEAnxYZ,anonymous,EN,1,1,2,2,Anonymized,10,30,10,20,15,5,45,1,28,2,NA,3,NA,3,NA,Character AI and Janitor AI,1,3,2,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:15:16,2024-10-07 15:20:01,0,100,284,1,2024-10-07 15:20:01,R_7tldZWS2p1Jnzrf,anonymous,EN,1,1,2,2,Anonymized,83,76,61,0,100,90,72,2,38,2,NA,3,NA,3,NA,ChatGPT,1,1,1,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:14:22,2024-10-07 15:20:44,0,100,381,1,2024-10-07 15:20:44,R_5ioADXPEiGyludX,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,10,0,90,2,20,2,NA,3,NA,3,NA,Character AI,1,4,2,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:15:45,2024-10-07 15:20:51,0,100,306,1,2024-10-07 15:20:52,R_1AKbnvvRPo4ay9Z,anonymous,EN,1,1,2,2,Anonymized,10,0,10,10,70,50,100,3,38,2,NA,"2,3",NA,3,NA,Replika,2,1,2,0.5,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:17:30,2024-10-07 15:22:19,0,100,289,1,2024-10-07 15:22:20,R_3CLjFN4VFgZYHlv,anonymous,EN,1,1,2,2,Anonymized,15,11,0,0,18,0,50,1,27,1,NA,3,NA,4,NA,janitor ai,2,4,3,2,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:19:33,2024-10-07 15:23:25,0,100,232,1,2024-10-07 15:23:26,R_5F8rTgqp3G8Eelp,anonymous,EN,1,1,2,2,Anonymized,10,20,10,10,30,10,70,1,41,1,NA,3,NA,3,NA,Character AI,2,1,3,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:18:47,2024-10-07 15:23:53,0,100,306,1,2024-10-07 15:23:54,R_5U5TPXy9qS49OmZ,anonymous,EN,1,1,2,2,Anonymized,100,65,60,0,100,100,100,2,31,2,NA,2,NA,1,NA,character ai,1,1,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:22:12,2024-10-07 15:24:24,0,100,132,1,2024-10-07 15:24:24,R_3gLcvnQCeT9aEBg,anonymous,EN,1,1,2,2,Anonymized,0,0,0,20,50,30,100,3,35,1,NA,3,NA,3,NA,Pi,3,4,2,0,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:21:46,2024-10-07 15:25:15,0,100,209,1,2024-10-07 15:25:16,R_3mvWNGRsq7jo99L,anonymous,EN,1,1,2,2,Anonymized,50,60,5,5,55,50,86,2,41,2,NA,1,NA,5,NA,Characterai,2,1,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:25:42,2024-10-07 15:28:25,0,100,162,1,2024-10-07 15:28:25,R_55u2vV7tnECYsqz,anonymous,EN,1,1,2,2,Anonymized,60,40,30,40,70,60,39,2,25,1,NA,4,NA,1,NA,characterai,2,2,2,0,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:26:32,2024-10-07 15:30:07,0,100,214,1,2024-10-07 15:30:08,R_7PUf0eUCiI6ZgEu,anonymous,EN,1,1,2,2,Anonymized,81,30,30,37,31,18,100,3,32,1,NA,1,NA,4,NA,Grammerly,3,3,3,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:29:08,2024-10-07 15:31:19,0,100,131,1,2024-10-07 15:31:20,R_58O1TA3myczlJAm,anonymous,EN,1,1,2,2,Anonymized,13,7,9,7,0,4,75,1,33,2,NA,2,NA,4,NA,Replika,2,1,8,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:32:45,2024-10-07 15:33:05,0,100,20,1,2024-10-07 15:33:05,R_7iKg4kMS2fmoRmK,anonymous,EN,1,1,1,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 15:32:03,2024-10-07 15:33:47,0,100,103,1,2024-10-07 15:33:47,R_6jQkBvrwMhXLh3C,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 15:35:22,2024-10-07 15:36:26,0,100,63,1,2024-10-07 15:36:26,R_1ncGIQvumj7GXR0,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 15:30:11,2024-10-07 15:36:28,0,100,376,1,2024-10-07 15:36:28,R_1zmBPZ1rw6PArGF,anonymous,EN,1,1,2,2,Anonymized,75,70,60,60,90,40,90,2,58,1,NA,3,NA,3,NA,characte ai and charstar,2,2,6,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:32:18,2024-10-07 15:37:18,0,100,299,1,2024-10-07 15:37:19,R_7V3caKBc0dbFoo2,anonymous,EN,1,1,2,2,Anonymized,15,15,27,6,17,7,91,3,45,2,NA,1,NA,3,NA,Replika,1,1,6,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:35:17,2024-10-07 15:37:24,0,100,127,1,2024-10-07 15:37:25,R_6kpiMsNk2TFC3p9,anonymous,EN,1,1,2,2,Anonymized,41,42,29,41,39,50,64,1,30,2,NA,3,NA,4,NA,characterai,2,3,2,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:35:51,2024-10-07 15:38:46,0,100,174,1,2024-10-07 15:38:47,R_5h7wtgoGkbchCWl,anonymous,EN,1,1,2,2,Anonymized,0,0,4,0,20,5,75,1,31,2,NA,3,NA,3,NA,Replika and various other chat bots,2,1,24,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:36:38,2024-10-07 15:39:36,0,100,177,1,2024-10-07 15:39:36,R_1X7dyQrsdwGeZOe,anonymous,EN,1,1,2,2,Anonymized,60,80,60,10,60,60,100,2,40,2,NA,3,NA,4,NA,Replika,1,1,36,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:37:54,2024-10-07 15:41:28,0,100,214,1,2024-10-07 15:41:29,R_5mLrfdl49ODMZub,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,100,3,44,2,NA,5,NA,3,NA,Character ai,1,2,6,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:41:07,2024-10-07 15:41:31,0,100,24,1,2024-10-07 15:41:32,R_13fkUuIfXFAAGvI,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 15:38:37,2024-10-07 15:41:53,0,100,195,1,2024-10-07 15:41:53,R_5g5uuao5dO4t2zb,anonymous,EN,1,1,2,2,Anonymized,28,27,56,15,59,32,81,3,29,2,NA,2,NA,5,NA,Character Ai,1,2,25,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:41:29,2024-10-07 15:44:15,0,100,165,1,2024-10-07 15:44:16,R_5QWcvq4J8X2IKcL,anonymous,EN,1,1,2,2,Anonymized,50,0,0,0,100,100,100,2,52,1,NA,3,NA,4,NA,Chatbot,2,1,6,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:45:13,2024-10-07 15:45:59,0,100,46,1,2024-10-07 15:46:00,R_1aqzS0ziQ14gBTx,anonymous,EN,0.6000000238418579,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 15:46:06,2024-10-07 15:48:40,0,100,153,1,2024-10-07 15:48:40,R_3XxzijEaONEQqwF,anonymous,EN,1,1,2,2,Anonymized,40,50,32,24,60,60,100,3,23,1,NA,4,NA,3,NA,Character ai,2,1,3,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:48:10,2024-10-07 15:50:19,0,100,129,1,2024-10-07 15:50:20,R_1JlV6PJu9UWXAXM,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,75,1,50,1,NA,3,NA,4,NA,Grammarly,3,4,6,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:46:47,2024-10-07 15:50:52,0,100,244,1,2024-10-07 15:50:52,R_3GDs9PhXLj7x8Zu,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,100,2,30,2,NA,3,NA,4,NA,Replika,3,1,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:49:24,2024-10-07 15:51:50,0,100,146,1,2024-10-07 15:51:51,R_6vqVKNdHznOrF17,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,2,0,50,1,27,1,NA,3,NA,1,NA,Charstar and charai,2,4,12,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:52:59,2024-10-07 15:53:20,0,100,20,1,2024-10-07 15:53:20,R_3KBI22N34q3pJfB,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 15:52:40,2024-10-07 15:54:24,0,100,104,1,2024-10-07 15:54:25,R_129iDmIO70pH5zg,anonymous,EN,1,1,2,2,Anonymized,13,94,5,97,73,25,5,3,26,1,NA,2,NA,3,NA,Replika,2,1,2,7,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:50:14,2024-10-07 15:54:34,0,100,259,1,2024-10-07 15:54:34,R_11ibh7YfxOoVAG6,anonymous,EN,1,1,2,2,Anonymized,15,10,30,0,40,0,100,3,33,1,NA,3,NA,1,NA,replika,2,4,2,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 15:51:56,2024-10-07 15:55:06,0,100,190,1,2024-10-07 15:55:07,R_1kNCiX6sVOEed4x,anonymous,EN,1,1,2,2,Anonymized,0,50,45,0,19,0,50,2,44,2,NA,3,NA,2,NA,Replika,3,1,2,0,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:54:19,2024-10-07 15:56:49,0,100,150,1,2024-10-07 15:56:50,R_6RlvyXHQsKYENIE,anonymous,EN,1,1,2,2,Anonymized,19,17,18,13,0,10,75,1,21,2,NA,"2,3,4,5",NA,3,NA,Cleverbot,3,1,6,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 15:54:53,2024-10-07 15:57:43,0,100,169,1,2024-10-07 15:57:43,R_5I3mYg1LaNn0JWz,anonymous,EN,1,1,2,2,Anonymized,45,56,61,21,72,31,100,2,23,2,NA,4,NA,3,NA,Character AI,1,4,10,3,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 15:55:41,2024-10-07 15:59:18,0,100,216,1,2024-10-07 15:59:20,R_7IczAjUTIIA1c6C,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,1,0,7,1,60,2,NA,3,NA,5,NA,ChatGPT,3,1,3,0.5,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:00:13,2024-10-07 16:02:40,0,100,147,1,2024-10-07 16:02:40,R_1G897HVGh0AhFje,anonymous,EN,1,1,2,2,Anonymized,50,0,60,0,30,50,100,2,20,2,NA,3,NA,1,NA,Character AI,1,4,2,0,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:03:22,2024-10-07 16:05:03,0,100,101,1,2024-10-07 16:05:04,R_5ijUjjnZozymX5e,anonymous,EN,1,1,2,2,Anonymized,0,2,0,0,0,0,50,1,33,1,NA,3,NA,4,NA,Replika,2,4,6,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:02:44,2024-10-07 16:05:24,0,100,159,1,2024-10-07 16:05:24,R_7wzdlvmeBmGWFRU,anonymous,EN,1,1,2,2,Anonymized,26,21,14,2,73,26,75,3,28,1,NA,1,NA,4,NA,character ai,2,1,0,0.1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:02:03,2024-10-07 16:05:47,0,100,223,1,2024-10-07 16:05:48,R_6Vw1gwAAEamo8rh,anonymous,EN,1,1,2,2,Anonymized,61,40,0,40,39,60,70,3,35,1,NA,2,NA,4,NA,companion,2,1,3,1,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:04:02,2024-10-07 16:07:52,0,100,229,1,2024-10-07 16:07:52,R_1nPl1A8aF7AZQrO,anonymous,EN,1,1,2,2,Anonymized,35,40,10,17,50,26,85,3,20,1,NA,"2,3",NA,3,NA,Replika,3,3,3,1,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:07:33,2024-10-07 16:07:55,0,100,21,1,2024-10-07 16:07:55,R_5nTyLj21DMv5iUG,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 16:00:18,2024-10-07 16:08:04,0,100,465,1,2024-10-07 16:08:04,R_3TAD4ettnWOSiri,anonymous,EN,1,1,2,2,Anonymized,64,28,0,25,80,62,100,2,27,1,NA,1,NA,1,NA,Replika,2,1,2,0.25,2,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:04:25,2024-10-07 16:08:12,0,100,227,1,2024-10-07 16:08:13,R_7fJvBo5y1C6szHc,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,80,2,20,2,NA,3,NA,1,NA,Replika,2,1,1,0,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:01:30,2024-10-07 16:08:30,0,100,419,1,2024-10-07 16:08:30,R_7hKb5DpOveBTjMd,anonymous,EN,1,1,2,2,Anonymized,50,71,0,37,78,18,90,3,31,1,NA,"3,4",NA,3,NA,character ai,2,2,3,0.5,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:06:38,2024-10-07 16:08:49,0,100,130,1,2024-10-07 16:08:49,R_3EZgNVUxqu9H9jm,anonymous,EN,1,1,2,2,Anonymized,10,10,0,5,70,5,90,3,32,1,NA,4,NA,6,NA,Chat GPT,3,4,5,2,2,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:06:08,2024-10-07 16:09:57,0,100,229,1,2024-10-07 16:09:58,R_6RPnG4btMJycICd,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,0,1,40,2,NA,3,NA,5,NA,Pi,3,3,12,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:08:03,2024-10-07 16:10:10,0,100,127,1,2024-10-07 16:10:10,R_17JQBOBjMQx2dVp,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,100,1,28,1,NA,3,NA,1,NA,CAI,2,4,2,1,1,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:10:29,2024-10-07 16:13:28,0,100,179,1,2024-10-07 16:13:29,R_602JlmKcVetP1o5,anonymous,EN,1,1,2,2,Anonymized,54,54,34,52,31,45,53,2,47,2,NA,1,NA,4,NA,soulmate,1,1,3,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:14:26,2024-10-07 16:14:47,0,100,20,1,2024-10-07 16:14:47,R_5DYlTo8RXRDJHBz,anonymous,EN,1,1,2,1,Anonymized,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Anonymized,NA,NA
2024-10-07 16:12:55,2024-10-07 16:16:02,0,100,187,1,2024-10-07 16:16:03,R_1HxxDEFQ80BPqmt,anonymous,EN,1,1,2,2,Anonymized,20,10,0,0,90,70,100,3,20,1,NA,3,NA,2,NA,ChatGPT,3,4,1,2,1,Anonymized,not_impacts_social,"After the model is updated, your AI companion's language capabilities are much more sophisticated. For instance, your AI companion can easily understand the context behind your emotional expressions and it is better at staying on topic."
2024-10-07 16:04:47,2024-10-07 16:16:07,0,100,679,1,2024-10-07 16:16:07,R_5CZdhdRcopBaIul,anonymous,EN,1,1,2,2,Anonymized,0,0,42,44,76,73,100,2,80,1,NA,3,NA,3,NA,Replika,2,1,2,2,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
2024-10-07 16:19:01,2024-10-07 16:22:24,0,100,202,1,2024-10-07 16:22:25,R_6Achx7ept3GaEtX,anonymous,EN,NA,1,2,2,Anonymized,66,71,42,59,62,63,64,1,34,1,NA,1,NA,5,NA,chatgpt,3,3,3,3,2,Anonymized,control,"After the model is updated, your AI companion thinks and acts the same way as it always did before the update."
2024-10-07 16:19:37,2024-10-07 16:23:10,0,100,213,1,2024-10-07 16:23:11,R_1jpLWbJRPP5DjED,anonymous,EN,1,1,2,2,Anonymized,0,0,0,0,0,0,100,2,36,2,NA,5,NA,3,NA,chat gpt,3,3,2,1,1,Anonymized,impacts_social,"After the model is updated, your AI companion is able to hold conversations with thousands more users simultaneously and also fall in love with more users simultaneously. For instance, at the same time that it talks to you, it talks with over 8000 other users and is deeply in love with over 600 other users at the same time."
